-4.742268041237114176e+02 -6.413793103448276725e+02 2.656150010421318370e+02 1.116503659285375871e+00
1.766323024054982398e+03 5.724137931034481426e+02 5.026340205829883701e+01 1.220665758016367786e+00
-1.202749140893470894e+03 8.620689655172411676e+02 5.008654369931045380e+01 1.479023280192165446e+00
2.817869415807558653e+02 7.241379310344825626e+02 6.703702487690826217e+01 9.484072368302496336e-01
9.140893470790374522e+02 -3.931034482758620925e+02 5.065044505563158594e+01 8.480000570958465961e-03
-1.711340206185567013e+03 -3.103448275862069750e+02 5.176589200312938033e+01 5.516815501597902571e-01
-5.154639175257732404e+02 2.689655172413793025e+02 1.065462724166691714e+03 5.089604092428087201e-01
1.580756013745703967e+02 -1.586206896551724412e+02 4.433510746894792192e+02 4.405832687341505044e-02
9.965635738831610979e+02 3.931034482758620925e+02 4.219955749628222179e+02 1.996831812046289123e+00
-1.202749140893470894e+03 -8.758620689655172100e+02 5.245027249308622430e+01 2.813526912768286176e-02
1.628865979381443140e+03 -1.724137931034483699e+02 5.016251510397081148e+01 1.915495463097621087e+00
-4.054982817869417886e+02 9.862068965517239576e+02 5.198701297626971041e+01 1.701842040970404479e+00
-1.024054982817869586e+03 -2.000000000000000000e+02 9.199299324535686537e+02 2.219762946280459670e-01
-1.670103092783505190e+03 3.655172413793102351e+02 5.228340692970389370e+01 1.472788386806808569e+00
1.285223367697594313e+03 8.758620689655172100e+02 5.218108595646165071e+01 1.683464610939403139e+00
-1.065292096219931409e+03 3.379310344827586050e+02 4.729882813963621970e+02 2.397489593790122164e+00
4.879725085910649796e+02 2.413793103448274451e+02 2.704716086293232706e+02 2.038997765824835717e+00
-2.061855670103113880e+01 3.241379310344827900e+02 8.897989238502005946e+02 1.505102516277255109e+00
6.872852233676894684e+00 -6.275862068965517437e+02 5.067677513596323280e+01 2.673245245300835942e-03
-3.230240549828179155e+02 -1.724137931034483699e+02 8.259719041931239190e+02 1.946550388326245828e-02
-7.628865979381444049e+02 6.965517241379309326e+02 2.250284779922841665e+02 2.426704934911056544e+00
1.436426116838487815e+03 2.551724137931032601e+02 5.525067844542306830e+02 2.156106837910344520e+00
-7.628865979381444049e+02 -9.862068965517241850e+02 5.049287981030202133e+01 1.938278675090875786e-02
-1.408934707903780236e+03 6.896551724137907513e+00 5.666223494770410980e+02 2.200169795495237057e-01
4.879725085910649796e+02 -4.206896551724138362e+02 5.512770234600160535e+01 1.231026210360624956e-01
1.120274914089347021e+03 -2.068965517241383623e+01 4.397021514173081300e+02 4.503662225440471234e-01
-8.865979381443298735e+02 -5.862068965517241850e+02 7.005342288998970162e+02 4.590821482889264303e-03
-1.340206185567010380e+03 -4.896551724137931387e+02 1.932382265998022319e+02 2.630240479715101679e-02
-1.168384879725088012e+02 7.103448275862067476e+02 2.729950396205234142e+02 3.377596437187498357e-01
1.821305841924398464e+03 1.724137931034481426e+02 5.162447161239759907e+01 1.887389558310408777e+00
7.216494845360821273e+02 -6.206896551724139499e+01 3.976423073913633743e+02 1.427470509595846482e-01
9.140893470790374522e+02 7.655172413793102351e+02 5.159828226403517704e+01 1.514029994552027469e+00
-6.804123711340207592e+02 -6.206896551724139499e+01 1.088076220059128218e+03 4.017628700350331927e-01
1.285223367697594313e+03 -3.379310344827586050e+02 5.080358227164097684e+01 3.463816755987186857e-02
-1.367697594501718413e+03 5.448275862068965125e+02 1.204028509083206586e+02 4.819706714588805618e-01
-1.752577319587628836e+03 3.448275862068953757e+01 5.342205337501591345e+01 1.081918973902864289e+00
6.666666666666665151e+02 5.310344827586206975e+02 5.108786941187623398e+01 9.905027679881871494e-01
-4.329896907216495947e+02 6.000000000000000000e+02 4.849998259121405795e+02 1.200685609831980916e+00
1.436426116838487815e+03 5.862068965517239576e+02 2.875601766501209227e+02 9.620756749448915457e-01
-6.529209621993127257e+02 -3.793103448275862775e+02 1.054779236582371368e+03 1.992729980469820916e-01
-8.934707903780076776e+01 2.068965517241372254e+01 1.035618096004425524e+03 5.619887381821756511e-01
2.130584192439860090e+02 1.310344827586206975e+02 6.122645756508593422e+02 2.519934946082396099e+00
-2.405498281786942698e+02 -4.620689655172413950e+02 2.609390857213273875e+02 4.553944726706978322e-03
2.542955326460478318e+02 4.206896551724137225e+02 2.917664180924595030e+02 1.284217346175075880e+00
-9.140893470790379070e+02 9.448275862068965125e+02 5.242570051610315573e+01 1.256856986200619364e+00
-7.766323024054984216e+02 4.068965517241379075e+02 6.082526207876063609e+02 1.264083160395607752e+00
4.329896907216493673e+02 -6.206896551724139499e+01 4.318292329812829848e+02 1.946873166041706085e-02
-9.415807560137457131e+02 7.586206896551721002e+01 8.327028030352374799e+02 2.404610232764623490e+00
-1.037800687285223376e+03 6.275862068965516301e+02 2.089618874550049838e+02 9.505660659421388825e-01
7.766323024054981943e+02 2.137931034482758150e+02 3.196094838622523184e+02 1.165640736437073555e+00
-2.268041237113402531e+02 -7.793103448275862775e+02 5.125828431329582457e+01 1.739975199917216664e-02
1.161512027491408844e+03 6.275862068965516301e+02 2.846971873722111468e+02 1.384859352641816699e+00
-4.879725085910654343e+02 -9.172413793103448825e+02 5.271295193812805024e+01 3.298995497542640213e-03
2.130584192439860090e+02 -4.344827586206896513e+02 8.537068448290578715e+01 5.861033428983451711e-04
1.395189003436425992e+03 -2.068965517241383623e+01 3.210582178409692915e+02 3.302877667568020481e-01
7.560137457044675102e+01 9.034482758620688401e+02 5.033292578985399501e+01 1.791583960096147177e+00
-1.340206185567010380e+03 2.689655172413793025e+02 2.883697113064201858e+02 1.193750869813219762e+00
-1.285223367697594540e+03 -2.275862068965517437e+02 7.090617185803783968e+02 2.725713678562225795e+00
-2.817869415807560927e+02 3.793103448275860501e+02 1.038646346164244051e+03 1.686471174464670431e-01
-7.560137457044675102e+01 -2.689655172413793025e+02 4.376110261809508302e+02 2.275062310166235058e+00
-6.529209621993127257e+02 9.310344827586204701e+02 6.952685962896661920e+01 1.933162454407623798e+00
-3.367697594501719323e+02 8.965517241379302504e+01 1.266762448265613557e+03 1.939660320651029446e+00
-1.587628865979381544e+03 -5.310344827586206975e+02 5.205276354709139497e+01 8.316361719382830975e-01
1.189003436426116423e+03 2.275862068965516301e+02 7.192958946176751169e+02 1.195871310795121767e+00
-1.422680412371134025e+03 -7.241379310344827900e+02 5.056331042644750795e+01 1.591793477927362763e-04
-1.134020618556701038e+03 -6.275862068965517437e+02 2.685978908326487726e+02 2.586400060195225836e-01
-9.553264604810997298e+02 -8.344827586206896513e+02 1.410604232358215313e+02 6.656512021253082039e-04
-6.941580756013745486e+02 -7.517241379310345337e+02 2.725715431299963143e+02 1.562651627999070703e-01
-1.580756013745706241e+02 9.724137931034481426e+02 5.041631048357358225e+01 1.494337136506110442e+00
1.601374570446735106e+03 7.655172413793102351e+02 5.030877284046460574e+01 1.061314463398524088e+00
1.656357388316151173e+03 3.517241379310344200e+02 1.958848977789870958e+02 1.264828868143645035e+00
6.941580756013745486e+02 -2.965517241379310462e+02 1.392542822329789942e+02 2.211376938339663922e-02
-1.175257731958763088e+03 4.827586206896535259e+01 7.441260326036849619e+02 9.520458767734665262e-01
6.185567010309250691e+01 5.586206896551723275e+02 3.741412996473181920e+02 2.517379268766486877e+00
1.615120274914088895e+03 6.206896551724139499e+01 1.760795384879620258e+02 2.163249672867823659e+00
9.278350515463916963e+02 -1.586206896551724412e+02 2.681310310375057497e+02 2.781434772415238288e-01
-7.216494845360825821e+02 1.724137931034481426e+02 9.511280636434357803e+02 1.153282065667069256e+00
4.329896907216493673e+02 5.586206896551723275e+02 6.709940840158822084e+01 1.853623171759309463e+00
-1.051546391752577392e+03 -4.206896551724138362e+02 7.253915745208433918e+02 5.703641093105972226e-01
-1.560137457044673511e+03 1.724137931034481426e+02 1.481806447369462774e+02 2.178662829334519824e+00
1.271477663230240523e+03 4.344827586206895376e+02 6.186737282160220275e+02 1.521365659241497914e+00
-1.518900343642611688e+03 -1.862068965517241850e+02 3.063576869178660900e+02 9.199690085148715113e-02
-4.329896907216495947e+02 -3.655172413793103487e+02 6.026940331378971223e+02 1.071267688226955860e-02
9.828178694158073085e+02 1.448275862068965125e+02 5.167217052043662306e+02 2.240879518135575399e+00
-3.230240549828179155e+02 7.793103448275860501e+02 2.088969126645330050e+02 1.311833955641829585e-01
-8.178694158075602445e+02 -2.413793103448276725e+02 1.218436047027967788e+03 9.786552003427950730e-02
3.505154639175257216e+02 -2.551724137931034875e+02 2.180557424083935416e+02 5.469046409827513777e-01
-1.381443298969072202e+03 7.517241379310344200e+02 5.020276046601072295e+01 1.673783786261667350e+00
8.728522336769756294e+02 5.586206896551723275e+02 1.381575436088635627e+02 1.240048293504408372e+00
-1.573883161512027527e+03 5.448275862068965125e+02 5.129613788083583614e+01 1.251023992455435385e+00
-5.841924398625430968e+02 4.620689655172413950e+02 6.652296610046441856e+02 2.782528871242039958e+00
1.092783505154638988e+03 -2.827586206896552312e+02 1.094648890157871790e+02 5.375902427022095920e-02
-5.429553264604812739e+02 7.655172413793102351e+02 1.991540634475851732e+02 1.386933649877925223e+00
-5.292096219931272572e+02 -1.862068965517241850e+02 9.712810997829481039e+02 9.402661250305636986e-02
-1.305841924398625906e+02 5.034482758620688401e+02 6.846747135472267018e+02 1.563135020759555571e+00
1.436426116838487815e+03 -2.137931034482759287e+02 9.296620476373334441e+01 4.116235569795406724e-02
-1.718213058419244135e+02 2.000000000000000000e+02 1.238807999206565910e+03 1.413499006188328799e+00
-5.429553264604812739e+02 7.586206896551721002e+01 1.142862931499001206e+03 1.669511825815399142e+00
1.092783505154638988e+03 8.482758620689653526e+02 5.425918292748352911e+01 1.152806865403834369e+00
5.841924398625428694e+02 7.586206896551721002e+01 4.181501321260074633e+02 6.908503546172755083e-01
2.061855670103091143e+01 -4.344827586206896513e+02 1.520272616608153555e+02 1.929914143111282829e-03
-1.175257731958763088e+03 4.896551724137930250e+02 2.533283336790096598e+02 1.123151791445387682e+00
1.257731958762886279e+03 -1.448275862068966262e+02 2.269281527651908164e+02 6.671580482666554512e-02
-8.865979381443298735e+02 2.551724137931032601e+02 7.191446695973753549e+02 3.117826936018571193e-01
-6.529209621993127257e+02 -5.724137931034483699e+02 6.553932308068194743e+02 3.886321216575844839e-01
-1.477663230240549865e+03 -3.655172413793103487e+02 1.893554271501405708e+02 9.845417308872138340e-02
-1.216494845360824911e+03 6.689655172413793025e+02 1.202986526904055182e+02 8.721005890490118873e-01
6.391752577319584816e+02 3.517241379310344200e+02 1.397174931496670069e+02 2.378078972762303511e+00
-1.477663230240549865e+03 3.931034482758620925e+02 1.234472792919382726e+02 1.379396523501374983e+00
5.292096219931268024e+02 -2.137931034482759287e+02 2.489950834177116405e+02 1.454418019005174478e-01
-9.415807560137457131e+02 4.758620689655172100e+02 4.084162322277256862e+02 1.364259977913462318e+00
-1.024054982817869586e+03 8.068965517241379075e+02 9.617627257652831929e+01 1.254079773749388282e+00
1.422680412371134025e+03 7.655172413793102351e+02 1.038118112454919668e+02 1.036892705708874152e+00
8.934707903780054039e+01 6.896551724137907513e+00 7.555966174745013859e+02 2.956121900199594865e+00
-8.728522336769760841e+02 -4.068965517241380212e+02 1.145473860264801033e+03 1.061169291826631611e-02
-1.697594501718212996e+03 -1.310344827586206975e+02 8.103783668600746637e+01 6.975386382400506902e-01
8.178694158075600171e+02 3.931034482758620925e+02 1.979312823854772603e+02 2.843341870170208896e+00
1.491408934707903427e+03 4.206896551724137225e+02 4.082595032824765440e+02 8.299462000110955362e-01
1.821305841924398464e+03 4.068965517241379075e+02 5.169006006664118757e+01 1.432202731633153148e+00
